date,ticker,actual,predicted,prob_up
2025-10-07,BA,0.0,0,0.42037365
2025-10-07,BAC,1.0,1,0.69041437
2025-10-07,CAT,1.0,1,0.6483112
2025-10-07,CVX,0.0,1,0.8245797
2025-10-07,GOOGL,1.0,1,0.6943291
2025-10-07,GS,1.0,0,0.32938978
2025-10-07,JNJ,0.0,1,0.8080891
2025-10-07,JPM,1.0,1,0.59759504
2025-10-07,KO,1.0,1,0.8357737
2025-10-07,META,0.0,0,0.4581072
2025-10-07,MSFT,0.0,1,0.5070727
2025-10-07,NVDA,1.0,1,0.61159104
2025-10-07,PFE,0.0,1,0.8219052
2025-10-07,TSLA,1.0,0,0.4536822
2025-10-07,UNH,0.0,1,0.73226476
2025-10-07,WMT,0.0,1,0.7094243
2025-10-07,XOM,0.0,0,0.44002175
2025-10-08,AAPL,1.0,1,0.7309661
2025-10-08,AMZN,1.0,1,0.8091981
2025-10-08,BA,0.0,0,0.48259494
2025-10-08,BAC,1.0,1,0.71791965
2025-10-08,CAT,1.0,1,0.6816922
2025-10-08,CVX,0.0,1,0.8338916
2025-10-08,GOOGL,1.0,1,0.72393984
2025-10-08,GS,1.0,0,0.39929998
2025-10-08,JNJ,0.0,1,0.8155679
2025-10-08,JPM,1.0,1,0.5789506
2025-10-08,KO,1.0,1,0.75636184
2025-10-08,META,0.0,0,0.49686927
2025-10-08,MSFT,0.0,1,0.5296715
2025-10-08,NVDA,1.0,0,0.44861543
2025-10-08,PFE,0.0,1,0.77974665
2025-10-08,TSLA,1.0,1,0.74601644
2025-10-08,UNH,0.0,1,0.6417193
2025-10-08,WMT,0.0,1,0.7538526
2025-10-08,XOM,0.0,0,0.49238393
2025-10-09,AAPL,1.0,1,0.71164894
2025-10-09,AMZN,1.0,1,0.6112804
2025-10-09,BA,0.0,0,0.40277725
2025-10-09,BAC,1.0,1,0.7574326
2025-10-09,CAT,1.0,1,0.84391314
2025-10-09,CVX,1.0,1,0.79607517
2025-10-09,GOOGL,1.0,1,0.83861643
2025-10-09,GS,1.0,1,0.50640583
2025-10-09,JNJ,0.0,1,0.774934
2025-10-09,JPM,1.0,1,0.69151807
2025-10-09,KO,1.0,1,0.8569993
2025-10-09,META,0.0,1,0.5511506
2025-10-09,MSFT,0.0,1,0.5280394
2025-10-09,NVDA,0.0,1,0.6150632
2025-10-09,PFE,0.0,1,0.8942741
2025-10-09,TSLA,1.0,1,0.7227409
